price_per_square_metr,price,square,distance_to_station,total_floors,district,metro_station,apartment_type
264.1,5.15,19.5,0.9,21,Юго-восточный,Волгоградский проспект,Апартаменты-студия
263.16,10.0,38.0,0.6,17,Южный,Коломенская,1-к квартира
208.41,11.9,57.1,1.6,33,Северный,Ховрино,2-к квартира
295.0,5.9,20.0,0.5,5,Центральный,Красносельская,Квартира-студия
257.5,10.3,40.0,1.1,23,Юго-восточный,Некрасовка,1-к квартира
231.58,13.2,57.0,3.3,12,Южный,Орехово,2-к квартира
309.07,16.35,52.9,1.5,24,Юго-западный,Профсоюзная,2-к апартаменты
351.01,22.5,64.1,0.8,12,Юго-западный,Новые Черёмушки,3-к квартира
421.91,18.1,42.9,0.5,13,Западный,Раменки,1-к квартира
272.73,12.0,44.0,0.2,5,Северный,Дмитровская,2-к квартира
246.31,5.0,20.3,0.4,9,Северный,Петровско-Разумовская,Квартира-студия
286.84,10.9,38.0,1.2,9,Юго-восточный,Рязанский проспект,2-к квартира
295.45,13.0,44.0,0.7,12,Центральный,Улица 1905 года,2-к квартира
330.97,14.0,42.3,0.5,23,Южный,Варшавская,2-к квартира
556.82,24.5,44.0,0.5,20,Центральный,Выставочная,1-к квартира
192.31,10.0,52.0,1.0,17,Северный,Верхние Лихоборы,2-к квартира
613.19,39.98,65.2,0.5,15,Северный,Динамо,2-к квартира
212.31,13.8,65.0,2.2,9,Восточный,Новогиреево,3-к квартира
281.59,33.2,117.9,0.8,20,Северо-восточный,Ботанический сад,4-к квартира
289.71,19.99,69.0,1.5,8,Западный,Парк Победы,4-к квартира
270.0,6.48,24.0,0.9,1,Восточный,Семёновская,Апартаменты-студия
282.13,9.0,31.9,0.2,9,Юго-западный,Беляево,1-к квартира
469.24,25.48,54.3,1.3,9,Юго-западный,Университет,2-к квартира
160.41,6.24,38.9,1.8,12,Южный,Коломенская,1-к квартира
288.46,15.0,52.0,0.3,17,Юго-восточный,Рязанский проспект,2-к квартира
299.57,13.9,46.4,0.6,8,Новомосковский,Говорово,1-к квартира
246.32,18.4,74.7,0.4,5,Северный,Савёловская,3-к квартира
319.06,38.0,119.1,1.2,20,Юго-западный,Беляево,3-к квартира
266.67,12.0,45.0,1.3,12,Северный,Селигерская,2-к квартира
288.48,27.29,94.6,0.5,9,Западный,Аминьевская,3-к квартира
294.48,26.12,88.7,0.5,21,Западный,Аминьевская,3-к квартира
298.68,24.82,83.1,0.5,21,Западный,Аминьевская,3-к квартира
306.46,28.47,92.9,0.5,9,Западный,Аминьевская,3-к квартира
298.7,22.94,76.8,0.5,21,Западный,Аминьевская,3-к квартира
470.59,24.0,51.0,0.9,18,Западный,Раменки,1-к квартира
296.09,27.27,92.1,0.5,21,Западный,Аминьевская,3-к квартира
218.35,6.9,31.6,3.9,6,Западный,Молодёжная,1-к квартира
784.23,94.5,120.5,0.1,10,Центральный,Менделеевская,4-к квартира
399.54,35.0,87.6,0.9,21,Западный,Раменки,3-к квартира
238.64,10.5,44.0,0.5,9,Юго-восточный,Окская,2-к квартира
350.0,14.7,42.0,1.1,12,Новомосковский,Рассказовка,2-к квартира
372.12,19.35,52.0,0.8,17,Юго-западный,Нахимовский проспект,2-к квартира
261.01,8.3,31.8,0.8,5,Восточный,Щёлковская,1-к квартира
252.25,8.4,33.3,1.5,9,Восточный,Новогиреево,1-к квартира
360.84,11.15,30.9,0.5,21,Западный,Аминьевская,Квартира-студия
405.33,9.89,24.4,0.5,21,Западный,Аминьевская,Квартира-студия
300.0,23.79,79.3,0.5,21,Западный,Аминьевская,4-к квартира
394.53,10.1,25.6,0.5,21,Западный,Аминьевская,Квартира-студия
386.97,10.1,26.1,0.5,21,Западный,Аминьевская,Квартира-студия
444.59,10.27,23.1,0.5,9,Западный,Аминьевская,Квартира-студия
377.16,10.9,28.9,0.5,21,Западный,Аминьевская,Квартира-студия
459.77,40.0,87.0,1.6,7,Западный,Крылатское,3-к квартира
236.59,9.7,41.0,1.5,5,Юго-восточный,Кузьминки,2-к квартира
338.06,16.7,49.4,0.7,44,Центральный,Улица 1905 года,1-к квартира
301.22,12.35,41.0,1.7,11,Северо-восточный,Бабушкинская,1-к квартира
217.31,16.95,78.0,0.6,8,Северный,Окружная,3-к квартира
158.15,6.5,41.1,1.5,5,Северный,Балтийская,2-к квартира
896.74,49.5,55.2,0.6,10,Западный,Кропоткинская,3-к квартира
155.75,6.23,40.0,1.2,12,Восточный,Соколиная гора,2-к квартира
228.94,12.34,53.9,0.4,8,Юго-западный,Профсоюзная,2-к квартира
253.99,7.95,31.3,1.5,17,Юго-восточный,Некрасовка,1-к квартира
296.47,5.04,17.0,0.9,21,Юго-восточный,Волгоградский проспект,Апартаменты-студия
929.84,110.0,118.3,0.7,15,Центральный,Баррикадная,3-к квартира
224.61,23.0,102.4,1.3,22,Северо-западный,Волоколамская,4-к квартира
178.84,12.34,69.0,1.3,25,Юго-восточный,Текстильщики,2-к квартира
350.86,28.7,81.8,0.7,33,Центральный,Шелепиха,4-к квартира
199.4,16.53,82.9,0.8,15,Новомосковский,Прокшино,3-к квартира
214.29,9.0,42.0,1.2,12,Северный,Сокол,1-к квартира
417.91,28.0,67.0,0.6,30,Юго-восточный,Дубровка,1-к квартира
345.7,8.85,25.6,1.0,9,Юго-восточный,Новохохловская,Квартира-студия
418.63,35.5,84.8,0.3,16,Юго-западный,Каховская,3-к квартира
577.74,35.3,61.1,0.6,8,Центральный,Курская,2-к апартаменты
412.79,7.1,17.2,0.3,5,Центральный,Маяковская,Квартира-студия
335.48,5.2,15.5,1.7,20,Северо-восточный,Бабушкинская,Квартира-студия
353.02,27.5,77.9,0.5,15,Северный,Водный стадион,3-к квартира
204.59,11.6,56.7,0.3,5,Юго-восточный,Рязанский проспект,2-к квартира
200.58,13.78,68.7,1.1,12,Новомосковский,Рассказовка,2-к квартира
412.79,7.1,17.2,0.4,5,Центральный,Маяковская,Квартира-студия
412.3,31.5,76.4,0.9,23,Западный,Давыдково,3-к квартира
341.94,21.2,62.0,0.9,7,Восточный,Сокольники,3-к квартира
244.17,8.79,36.0,1.0,12,Северный,Петровский парк,1-к квартира
208.28,15.6,74.9,1.4,22,Новомосковский,Саларьево,3-к квартира
242.86,17.0,70.0,1.1,12,Юго-западный,Тёплый стан,3-к квартира
236.47,11.8,49.9,0.4,5,Северо-западный,Октябрьское поле,2-к квартира
235.56,5.3,22.5,1.0,8,Новомосковский,Рассказовка,Квартира-студия
342.2,21.73,63.5,0.5,25,Юго-западный,Воронцовская,2-к квартира
263.16,10.0,38.0,1.9,17,Северо-восточный,Алтуфьево,1-к квартира
232.07,11.0,47.4,0.4,12,Юго-восточный,Рязанский проспект,2-к квартира
286.84,10.9,38.0,0.4,23,Западный,Солнцево,1-к квартира
284.85,9.4,33.0,0.6,9,Северный,Селигерская,1-к квартира
196.7,14.91,75.8,2.3,14,Новомосковский,Коммунарка,3-к квартира
196.72,14.99,76.2,2.3,14,Новомосковский,Коммунарка,3-к квартира
194.63,15.59,80.1,2.3,14,Новомосковский,Коммунарка,3-к квартира
275.36,5.7,20.7,0.4,2,Восточный,Измайлово,Апартаменты-студия
240.83,10.5,43.6,0.8,21,Северный,Хорошёво,2-к квартира
251.61,19.5,77.5,0.9,10,Восточный,Измайлово,3-к квартира
406.78,13.79,33.9,0.7,44,Северо-восточный,Марьина Роща,Квартира-студия
207.79,16.0,77.0,0.5,5,Юго-восточный,Люблино,3-к квартира
552.09,36.99,67.0,0.7,16,Северный,Динамо,2-к апартаменты
269.84,10.2,37.8,0.6,17,Северо-западный,Волоколамская,1-к квартира
167.37,7.13,42.6,1.6,5,Северный,Коптево,2-к квартира
267.87,38.6,144.1,0.2,4,Северный,Хорошёвская,4-к квартира
218.54,12.85,58.8,2.3,9,Северный,Селигерская,3-к квартира
278.12,17.8,64.0,0.6,17,Юго-восточный,Люблино,2-к квартира
282.07,14.16,50.2,0.7,23,Юго-восточный,Волгоградский проспект,2-к апартаменты
228.35,8.7,38.1,0.5,13,Восточный,Лухмановская,1-к квартира
217.72,8.6,39.5,1.1,14,Восточный,Новокосино,1-к квартира
1106.72,140.0,126.5,0.4,10,Центральный,Белорусская,3-к квартира
227.53,9.01,39.6,2.3,12,Новомосковский,Коммунарка,1-к квартира
263.3,5.74,21.8,0.8,33,Восточный,Бульвар Рокоссовского,Квартира-студия
213.48,9.5,44.5,0.6,5,Западный,Филёвский парк,2-к квартира
854.62,147.85,173.0,0.3,14,Западный,Киевская,4-к квартира
437.82,20.49,46.8,0.3,53,Центральный,Шелепиха,2-к квартира
318.37,15.6,49.0,0.8,6,Центральный,Чистые пруды,2-к квартира
258.09,19.46,75.4,0.8,16,Юго-восточный,Окская,3-к квартира
278.75,22.3,80.0,0.9,16,Юго-восточный,Люблино,3-к квартира
375.0,25.5,68.0,0.5,5,Центральный,Смоленская,3-к квартира
202.34,24.2,119.6,1.8,17,Новомосковский,Коммунарка,4-к квартира
269.64,15.1,56.0,0.4,5,Северо-западный,Народное Ополчение,2-к квартира
353.12,11.3,32.0,1.1,5,Северный,Аэропорт,1-к квартира
290.7,12.5,43.0,0.9,5,Западный,Славянский бульвар,2-к квартира
