price_per_square_metr,price,square,distance_to_station,total_floors,district,metro_station,apartment_type
317.81,10.17,32.0,0.7,25,Северо-восточный,Свиблово,1-к квартира
288.03,6.74,23.4,0.7,16,Новомосковский,Прокшино,Квартира-студия
310.75,13.3,42.8,1.0,25,Южный,Чертановская,1-к квартира
265.14,17.42,65.7,0.9,13,Южный,Варшавская,3-к квартира
258.77,20.96,81.0,0.7,33,Северный,Водный стадион,3-к квартира
263.51,12.78,48.5,0.8,33,Восточный,Бульвар Рокоссовского,2-к квартира
412.96,8.92,21.6,0.3,32,Северо-восточный,Бутырская,Квартира-студия
347.59,13.0,37.4,1.2,9,Северный,Тимирязевская,2-к квартира
205.81,10.99,53.4,0.8,17,Юго-восточный,Некрасовка,2-к квартира
450.47,14.28,31.7,0.4,10,Центральный,Парк культуры,Квартира-студия
282.92,18.39,65.0,0.5,16,Южный,Тульская,3-к квартира
279.27,9.97,35.7,0.7,5,Восточный,Преображенская площадь,1-к квартира
638.71,99.0,155.0,0.4,7,Центральный,Сретенский бульвар,4-к квартира
204.34,18.82,92.1,0.9,15,Новомосковский,Прокшино,3-к квартира
230.72,15.92,69.0,1.7,14,Юго-западный,Бунинская аллея,3-к квартира
282.71,9.81,34.7,0.8,22,Северный,Селигерская,1-к апартаменты
370.69,21.5,58.0,0.3,17,Восточный,Перово,2-к квартира
504.97,62.97,124.7,1.3,13,Центральный,Шелепиха,4-к квартира
312.94,23.94,76.5,1.5,29,Западный,Давыдково,3-к квартира
375.28,17.0,45.3,1.2,12,Юго-западный,Профсоюзная,2-к квартира
339.22,14.79,43.6,1.0,14,Северный,Савёловская,1-к квартира
597.22,43.0,72.0,0.5,15,Северный,Динамо,3-к квартира
479.14,46.86,97.8,1.0,29,Центральный,Шелепиха,3-к квартира
246.05,14.0,56.9,0.4,5,Северный,Панфиловская,3-к квартира
250.56,11.2,44.7,0.5,5,Юго-западный,Зюзино,2-к квартира
201.5,13.46,66.8,2.3,14,Новомосковский,Коммунарка,3-к квартира
255.56,11.5,45.0,1.8,9,Северо-восточный,Алтуфьево,2-к квартира
365.17,29.36,80.4,1.3,27,Южный,Нагатинская,3-к квартира
303.25,13.07,43.1,0.3,33,Западный,Аминьевская,1-к квартира
200.16,12.39,61.9,2.0,16,Новомосковский,Коммунарка,2-к квартира
225.32,12.37,54.9,1.6,5,Юго-восточный,Люблино,2-к квартира
255.38,19.0,74.4,0.4,17,Южный,Улица академика Янгеля,3-к квартира
358.33,11.61,32.4,0.4,33,Северо-восточный,Бутырская,1-к квартира
290.0,20.59,71.0,0.7,20,Северо-восточный,Алексеевская,2-к апартаменты
256.24,11.3,44.1,0.4,24,Западный,Славянский бульвар,1-к квартира
310.16,29.93,96.5,1.1,28,Южный,Нагатинская,3-к квартира
237.66,14.45,60.8,1.0,33,Южный,Аннино,2-к квартира
269.8,17.51,64.9,0.9,13,Южный,Варшавская,3-к квартира
211.76,14.4,68.0,0.7,12,Юго-восточный,Нижегородская,3-к квартира
202.65,14.55,71.8,2.0,8,Новомосковский,Коммунарка,3-к квартира
221.25,13.85,62.6,1.3,33,Южный,Кантемировская,2-к квартира
285.39,12.5,43.8,0.6,9,Северо-западный,Щукинская,2-к квартира
219.43,12.99,59.2,1.0,23,Юго-восточный,Некрасовка,3-к квартира
343.24,10.16,29.6,0.3,33,Северо-восточный,Бутырская,Квартира-студия
531.41,108.94,205.0,1.2,21,Западный,Ломоносовский проспект,4-к квартира
347.11,21.0,60.5,0.7,19,Северо-западный,Сходненская,2-к квартира
223.29,14.0,62.7,0.4,12,Южный,Улица академика Янгеля,3-к квартира
300.68,13.2,43.9,1.4,18,Юго-западный,Профсоюзная,1-к апартаменты
833.33,130.0,156.0,0.5,6,Центральный,Новокузнецкая,4-к квартира
242.2,19.57,80.8,0.6,17,Юго-западный,Улица Старокачаловская,3-к квартира
333.91,17.43,52.2,0.5,41,Западный,Фили,2-к квартира
330.99,20.72,62.6,0.5,25,Северный,Беговая,2-к квартира
502.99,50.4,100.2,1.3,26,Центральный,Шелепиха,3-к квартира
247.81,26.64,107.5,0.8,56,Северо-восточный,Ростокино,2-к квартира
446.64,11.3,25.3,0.6,23,Восточный,Авиамоторная,Квартира-студия
381.74,9.2,24.1,0.3,33,Западный,Аминьевская,Квартира-студия
396.83,20.04,50.5,0.8,44,Западный,Мичуринский проспект,2-к квартира
233.7,6.45,27.6,1.9,15,Южный,Царицыно,Квартира-студия
268.85,13.12,48.8,0.9,33,Северо-восточный,Владыкино,2-к квартира
957.81,91.95,96.0,0.5,18,Центральный,Улица 1905 года,2-к квартира
380.0,22.8,60.0,0.7,28,Северо-восточный,Бутырская,2-к квартира
288.04,9.39,32.6,0.8,33,Восточный,Бульвар Рокоссовского,1-к квартира
214.97,13.5,62.8,1.1,9,Юго-западный,Новоясеневская,4-к квартира
208.02,15.56,74.8,1.3,33,Южный,Кантемировская,3-к квартира
298.38,11.07,37.1,1.8,15,Юго-западный,Бунинская аллея,1-к квартира
306.59,15.82,51.6,0.3,17,Западный,Аминьевская,2-к квартира
394.88,21.6,54.7,0.3,20,Западный,Фили,2-к квартира
134.44,6.05,45.0,0.5,5,Восточный,Бульвар Рокоссовского,2-к квартира
618.43,76.5,123.7,0.4,77,Центральный,Международная,3-к апартаменты
197.81,17.15,86.7,1.0,22,Юго-западный,Бунинская аллея,3-к квартира
218.5,13.94,63.8,1.3,9,Новомосковский,Прокшино,3-к квартира
350.66,31.7,90.4,0.9,29,Центральный,Шелепиха,3-к квартира
220.96,13.39,60.6,2.0,16,Новомосковский,Коммунарка,2-к квартира
212.52,12.9,60.7,0.8,15,Новомосковский,Прокшино,2-к квартира
231.32,10.34,44.7,0.2,28,Северный,Стрешнево,1-к апартаменты
297.14,15.6,52.5,0.7,22,Северный,Хорошёвская,2-к апартаменты
287.38,9.34,32.5,0.5,33,Восточный,Локомотив,1-к квартира
226.25,5.86,25.9,0.6,26,Юго-восточный,Нижегородская,Квартира-студия
271.95,6.01,22.1,1.2,3,Восточный,Сокольники,Апартаменты-студия
174.36,8.23,47.2,0.9,27,Северо-западный,Пятницкое шоссе,2-к квартира
368.84,26.63,72.2,0.8,24,Северо-восточный,Алексеевская,3-к квартира
353.26,13.0,36.8,0.8,9,Юго-западный,Профсоюзная,2-к квартира
769.93,85.0,110.4,0.5,11,Центральный,Новослободская,3-к квартира
286.96,11.22,39.1,0.7,15,Новомосковский,Прокшино,2-к квартира
352.86,24.7,70.0,0.8,32,Восточный,Шоссе Энтузиастов,2-к квартира
349.27,7.16,20.5,0.3,33,Западный,Аминьевская,Квартира-студия
320.63,7.15,22.3,0.8,21,Юго-восточный,Волгоградский проспект,Апартаменты-студия
356.21,51.08,143.4,0.9,16,Южный,Автозаводская,4-к квартира
1089.46,114.72,105.3,0.5,15,Западный,Студенческая,3-к квартира
316.95,22.25,70.2,0.3,16,Северный,Водный стадион,2-к квартира
992.37,130.0,131.0,0.9,13,Центральный,Улица 1905 года,3-к квартира
300.42,7.12,23.7,1.1,21,Центральный,Рижская,Апартаменты-студия
298.45,17.31,58.0,1.2,19,Западный,Мякинино,2-к квартира
352.08,14.4,40.9,0.8,21,Северный,Зорге,1-к квартира
261.78,10.89,41.6,1.1,21,Центральный,Рижская,1-к апартаменты
347.42,14.8,42.6,0.7,49,Северный,Дмитровская,1-к квартира
261.54,10.2,39.0,2.9,12,Восточный,Новогиреево,1-к квартира
570.24,82.0,143.8,0.8,49,Северный,Аэропорт,3-к квартира
458.33,44.0,96.0,1.3,36,Центральный,Шелепиха,3-к квартира
284.48,26.03,91.5,0.7,18,Северо-западный,Спартак,3-к квартира
344.37,26.0,75.5,0.3,16,Восточный,Сокольники,3-к квартира
281.5,10.5,37.3,0.5,16,Центральный,Площадь Ильича,1-к квартира
541.97,82.38,152.0,1.2,21,Южный,Автозаводская,4-к квартира
323.41,12.71,39.3,0.7,22,Северный,Хорошёвская,2-к апартаменты
326.13,15.1,46.3,1.3,33,Южный,Нагатинская,2-к квартира
189.9,11.47,60.4,1.9,9,Новомосковский,Коммунарка,2-к квартира
253.33,5.32,21.0,0.3,6,Восточный,Авиамоторная,Квартира-студия
242.33,15.0,61.9,0.8,33,Восточный,Бульвар Рокоссовского,2-к квартира
307.46,12.36,40.2,1.3,52,Западный,Мякинино,2-к квартира
291.8,7.47,25.6,0.8,33,Восточный,Бульвар Рокоссовского,Квартира-студия
1036.81,169.0,163.0,1.3,53,Западный,Ломоносовский проспект,3-к квартира
475.61,56.93,119.7,0.3,20,Западный,Фили,4-к квартира
244.74,9.3,38.0,0.6,17,Восточный,Новокосино,1-к квартира
338.24,11.5,34.0,0.2,9,Южный,Варшавская,1-к квартира
377.78,22.44,59.4,0.7,28,Северо-восточный,Бутырская,2-к квартира
433.15,23.0,53.1,0.4,14,Центральный,Таганская,2-к квартира
326.54,6.89,21.1,1.3,15,Новомосковский,Прокшино,Квартира-студия
300.0,15.96,53.2,1.3,33,Южный,Нагатинская,2-к квартира
578.21,37.41,64.7,0.9,41,Западный,Студенческая,3-к квартира
330.58,6.81,20.6,1.3,15,Новомосковский,Прокшино,Квартира-студия
357.03,9.14,25.6,0.6,33,Западный,Озёрная,Квартира-студия
489.13,45.0,92.0,0.7,7,Западный,Минская,3-к квартира
338.08,19.0,56.2,0.9,5,Северо-западный,Щукинская,2-к квартира
249.16,10.39,41.7,2.6,33,Северный,Селигерская,1-к квартира
169.04,11.14,65.9,1.1,13,Новомосковский,Рассказовка,2-к квартира
566.97,56.98,100.5,1.3,26,Центральный,Шелепиха,3-к квартира
344.04,15.0,43.6,0.3,21,Северо-восточный,Фонвизинская,1-к квартира
223.03,20.92,93.8,0.8,33,Северо-восточный,Владыкино,3-к квартира
333.57,18.58,55.7,0.8,21,Юго-восточный,Волгоградский проспект,2-к апартаменты
202.27,10.7,52.9,2.0,14,Новомосковский,Коммунарка,2-к квартира
329.28,11.36,34.5,0.3,17,Западный,Аминьевская,1-к квартира
292.68,12.0,41.0,0.7,33,Юго-западный,Улица Скобелевская,2-к квартира
356.72,16.73,46.9,0.8,9,Северный,Зорге,2-к квартира
319.63,7.0,21.9,1.1,21,Центральный,Рижская,Апартаменты-студия
251.01,18.55,73.9,1.3,17,Западный,Крылатское,3-к квартира
559.25,22.37,40.0,1.2,46,Центральный,Серпуховская,1-к квартира
243.0,12.15,50.0,1.6,9,Восточный,Локомотив,3-к квартира
267.66,13.41,50.1,1.5,23,Юго-западный,Профсоюзная,1-к апартаменты
322.64,18.1,56.1,0.8,21,Северный,Зорге,2-к квартира
392.04,7.88,20.1,0.6,33,Северный,Водный стадион,Квартира-студия
460.85,25.9,56.2,0.7,20,Северо-восточный,Алексеевская,2-к квартира
316.03,25.82,81.7,1.1,13,Южный,Нагатинская,3-к квартира
399.82,22.47,56.2,0.3,20,Западный,Фили,2-к квартира
409.38,6.55,16.0,1.3,5,Восточный,Первомайская,Квартира-студия
351.43,9.84,28.0,0.8,24,Северо-западный,Спартак,Квартира-студия
444.22,19.99,45.0,0.2,9,Центральный,Фрунзенская,2-к квартира
379.64,22.93,60.4,0.7,33,Центральный,Шелепиха,3-к квартира
230.08,12.01,52.2,0.2,28,Северный,Стрешнево,2-к апартаменты
300.3,10.03,33.4,0.3,33,Северо-восточный,Бутырская,Квартира-студия
314.45,8.05,25.6,1.1,21,Центральный,Рижская,Апартаменты-студия
337.5,6.75,20.0,0.5,33,Восточный,Локомотив,Квартира-студия
100.0,15.27,152.7,0.6,3,Восточный,Соколиная гора,Апартаменты-студия
522.39,35.0,67.0,0.6,19,Центральный,Сухаревская,2-к апартаменты
247.61,11.91,48.1,0.9,21,Юго-восточный,Волгоградский проспект,2-к апартаменты
255.49,9.3,36.4,0.9,26,Новомосковский,Рассказовка,1-к квартира
233.13,15.13,64.9,2.0,16,Юго-западный,Бунинская аллея,2-к квартира
405.06,32.0,79.0,0.3,6,Южный,Ленинский проспект,3-к квартира
213.67,7.97,37.3,4.5,14,Юго-западный,Бунинская аллея,2-к квартира
284.19,16.0,56.3,0.2,9,Южный,Крымская,3-к квартира
266.76,18.94,71.0,0.6,33,Северный,Водный стадион,3-к квартира
366.72,24.02,65.5,0.3,41,Центральный,Шелепиха,2-к квартира
350.94,13.09,37.3,0.8,21,Северный,Зорге,1-к квартира
243.3,12.7,52.2,0.2,28,Северный,Стрешнево,2-к апартаменты
172.75,8.05,46.6,0.9,27,Северо-западный,Пятницкое шоссе,1-к квартира
225.44,15.51,68.8,0.5,33,Восточный,Локомотив,2-к квартира
224.49,17.6,78.4,0.8,33,Восточный,Бульвар Рокоссовского,3-к квартира
373.76,7.55,20.2,0.7,33,Северный,Водный стадион,Квартира-студия
280.57,10.83,38.6,1.1,21,Центральный,Рижская,1-к апартаменты
214.98,14.64,68.1,1.1,13,Новомосковский,Рассказовка,2-к квартира
346.77,21.5,62.0,1.1,5,Восточный,Преображенская площадь,3-к квартира
330.03,21.65,65.6,0.7,49,Северный,Дмитровская,2-к квартира
313.14,20.26,64.7,0.7,12,Западный,Багратионовская,2-к квартира
262.79,12.43,47.3,0.7,22,Юго-восточный,Некрасовка,2-к квартира
246.4,6.16,25.0,0.3,5,Восточный,Авиамоторная,Квартира-студия
287.84,6.39,22.2,0.8,14,Новомосковский,Прокшино,Квартира-студия
286.32,10.88,38.0,1.6,18,Южный,Пражская,1-к квартира
241.38,15.4,63.8,1.4,20,Новомосковский,Саларьево,2-к квартира
277.91,20.76,74.7,2.2,17,Юго-восточный,Печатники,3-к квартира
305.13,24.38,79.9,0.4,29,Юго-восточный,Угрешская,3-к квартира
430.54,33.97,78.9,2.1,20,Северо-западный,Щукинская,2-к квартира
335.68,21.92,65.3,1.2,30,Западный,Давыдково,3-к квартира
291.64,10.12,34.7,0.8,22,Северный,Селигерская,1-к апартаменты
261.11,9.87,37.8,0.8,33,Восточный,Бульвар Рокоссовского,1-к квартира
296.11,11.43,38.6,0.8,21,Юго-восточный,Волгоградский проспект,1-к апартаменты
235.33,14.12,60.0,1.3,15,Новомосковский,Прокшино,3-к квартира
208.88,16.0,76.6,0.9,17,Юго-восточный,Некрасовка,3-к квартира
185.62,5.68,30.6,2.4,5,Северо-западный,Народное Ополчение,1-к квартира
194.83,5.65,29.0,0.7,2,Восточный,Электрозаводская,Апартаменты-студия
166.02,8.5,51.2,1.0,17,Юго-восточный,Печатники,2-к квартира
299.44,15.96,53.3,0.7,12,Северо-западный,Спартак,2-к квартира
276.97,20.08,72.5,0.3,33,Западный,Аминьевская,3-к квартира
278.27,9.99,35.9,0.5,16,Восточный,Локомотив,1-к квартира
240.74,13.0,54.0,1.1,5,Юго-восточный,Стахановская,1-к квартира
402.17,20.35,50.6,0.3,20,Западный,Фили,1-к квартира
286.27,11.05,38.6,1.1,21,Центральный,Рижская,1-к апартаменты
303.58,27.17,89.5,1.1,17,Южный,Нагатинская,3-к квартира
832.41,132.52,159.2,0.9,39,Северный,ЦСКА,4-к квартира
236.73,21.59,91.2,0.4,23,Западный,Новопеределкино,3-к квартира
321.94,7.63,23.7,0.5,33,Восточный,Локомотив,Квартира-студия
260.53,9.9,38.0,1.4,17,Северный,Селигерская,1-к квартира
346.71,31.62,91.2,0.4,22,Южный,Технопарк,3-к квартира
347.72,17.56,50.5,0.4,25,Северо-западный,Щукинская,2-к квартира
230.43,9.54,41.4,1.9,14,Новомосковский,Коммунарка,2-к квартира
385.42,7.4,19.2,0.3,5,Центральный,Маяковская,Квартира-студия
370.83,9.79,26.4,0.4,32,Северный,Водный стадион,Квартира-студия
306.45,9.5,31.0,4.6,12,Западный,Молодёжная,Квартира-студия
272.84,8.84,32.4,2.0,9,Новомосковский,Прокшино,1-к квартира
191.19,9.77,51.1,1.9,17,Новомосковский,Коммунарка,2-к квартира
237.18,9.25,39.0,0.3,14,Юго-восточный,Выхино,2-к квартира
218.99,10.84,49.5,1.0,22,Юго-западный,Бунинская аллея,2-к квартира
217.97,15.65,71.8,2.0,16,Новомосковский,Коммунарка,3-к квартира
213.93,8.6,40.2,2.1,21,Южный,Царицыно,1-к квартира
210.71,10.43,49.5,1.0,21,Юго-западный,Бунинская аллея,2-к квартира
627.61,87.05,138.7,0.9,40,Северный,Аэропорт,4-к квартира
265.08,19.43,73.3,0.7,23,Южный,Варшавская,3-к квартира
323.87,26.59,82.1,1.1,9,Южный,Нагатинская,3-к квартира
272.02,5.93,21.8,1.0,22,Юго-западный,Бунинская аллея,Квартира-студия
263.45,26.74,101.5,0.9,15,Южный,Варшавская,3-к квартира
558.7,79.0,141.4,0.3,13,Центральный,Маяковская,3-к апартаменты
346.8,13.56,39.1,0.2,32,Северо-восточный,Бутырская,1-к квартира
232.21,9.66,41.6,1.3,23,Южный,Кантемировская,1-к квартира
356.49,19.5,54.7,0.3,6,Центральный,Сретенский бульвар,2-к квартира
495.45,21.8,44.0,1.1,16,Восточный,Авиамоторная,1-к квартира
261.79,21.31,81.4,0.3,33,Северо-восточный,Бутырская,3-к квартира
222.46,9.21,41.4,0.7,12,Новомосковский,Прокшино,2-к квартира
274.51,7.0,25.5,1.0,14,Северо-восточный,Ботанический сад,1-к апартаменты
177.74,5.67,31.9,0.4,9,Северный,Беломорская,1-к квартира
349.01,12.39,35.5,1.3,27,Южный,Нагатинская,Квартира-студия
437.59,11.99,27.4,0.7,36,Северный,Дмитровская,1-к квартира
326.37,6.56,20.1,2.6,33,Северный,Селигерская,Квартира-студия
224.79,13.24,58.9,2.0,8,Новомосковский,Коммунарка,2-к квартира
288.78,20.07,69.5,0.3,32,Северо-восточный,Бутырская,2-к квартира
187.83,7.1,37.8,1.1,14,Северный,Ховрино,1-к квартира
500.95,41.98,83.8,1.3,26,Центральный,Шелепиха,2-к квартира
306.19,29.18,95.3,1.3,30,Западный,Давыдково,4-к квартира
301.5,10.07,33.4,0.3,33,Северо-восточный,Бутырская,Квартира-студия
250.24,10.26,41.0,0.2,28,Северный,Стрешнево,1-к апартаменты
410.9,19.6,47.7,0.9,9,Юго-западный,Новаторская,2-к квартира
430.46,46.92,109.0,0.9,19,Южный,Автозаводская,4-к квартира
673.78,76.07,112.9,0.9,39,Северный,ЦСКА,4-к квартира
214.73,10.93,50.9,1.0,18,Северо-восточный,Ботанический сад,2-к апартаменты
275.14,9.85,35.8,0.7,15,Новомосковский,Прокшино,1-к квартира
192.17,12.03,62.6,1.9,9,Новомосковский,Коммунарка,3-к квартира
377.05,46.0,122.0,1.5,23,Западный,Молодёжная,3-к квартира
551.96,66.07,119.7,1.3,26,Центральный,Шелепиха,3-к квартира
183.39,10.93,59.6,2.6,21,Новомосковский,Филатов луг,2-к квартира
322.22,8.7,27.0,0.6,30,Юго-восточный,Окская,Квартира-студия
424.0,10.6,25.0,0.4,6,Центральный,Павелецкая,2-к апартаменты
285.08,21.21,74.4,1.0,14,Северный,Савёловская,2-к квартира
424.05,6.7,15.8,0.7,5,Западный,Филёвский парк,Квартира-студия
363.76,29.21,80.3,1.3,27,Южный,Нагатинская,3-к квартира
462.31,34.35,74.3,0.7,20,Южный,Тульская,2-к квартира
389.46,21.81,56.0,0.3,20,Западный,Фили,2-к квартира
357.52,18.77,52.5,1.0,27,Южный,Нагатинская,2-к квартира
154.98,8.09,52.2,1.9,23,Юго-западный,Улица Старокачаловская,2-к квартира
237.05,9.79,41.3,0.8,14,Новомосковский,Прокшино,1-к квартира
254.21,12.38,48.7,0.5,33,Восточный,Локомотив,2-к квартира
236.67,14.2,60.0,0.5,9,Южный,Крымская,3-к квартира
183.86,14.01,76.2,1.9,14,Новомосковский,Коммунарка,3-к квартира
336.45,21.6,64.2,0.6,24,Западный,Багратионовская,2-к квартира
304.35,6.3,20.7,1.0,5,Северо-восточный,Ростокино,Квартира-студия
277.24,7.43,26.8,0.4,22,Новомосковский,Рассказовка,Квартира-студия
182.65,16.11,88.2,1.5,24,Северо-восточный,Медведково,3-к апартаменты
231.83,11.8,50.9,1.3,33,Южный,Кантемировская,2-к квартира
232.17,13.93,60.0,1.3,15,Новомосковский,Прокшино,3-к квартира
318.05,8.46,26.6,0.2,28,Северный,Стрешнево,Апартаменты-студия
269.52,20.16,74.8,1.3,33,Южный,Нагатинская,3-к квартира
310.16,11.91,38.4,0.6,33,Западный,Озёрная,1-к квартира
239.53,13.15,54.9,1.8,17,Северо-восточный,Бибирево,2-к квартира
362.5,6.96,19.2,1.3,15,Новомосковский,Прокшино,Квартира-студия
358.0,20.8,58.1,0.6,43,Северный,Дмитровская,2-к квартира
412.87,16.68,40.4,0.6,43,Северный,Дмитровская,1-к квартира
227.12,13.4,59.0,2.0,13,Новомосковский,Коммунарка,2-к квартира
278.15,33.1,119.0,1.0,22,Западный,Кунцевская,3-к квартира
307.17,8.14,26.5,0.8,15,Новомосковский,Прокшино,Квартира-студия
335.07,19.3,57.6,0.8,9,Северный,Зорге,2-к квартира
265.45,10.91,41.1,0.9,33,Северо-восточный,Владыкино,1-к квартира
309.34,18.22,58.9,0.7,23,Северный,Селигерская,2-к квартира
374.33,14.0,37.4,0.7,21,Северный,Хорошёво,1-к апартаменты
293.19,11.2,38.2,0.3,14,Северо-западный,Митино,1-к квартира
400.12,33.45,83.6,1.0,29,Центральный,Шелепиха,3-к квартира
348.31,6.2,17.8,0.8,21,Юго-восточный,Волгоградский проспект,Апартаменты-студия
236.52,13.6,57.5,1.5,17,Новомосковский,Рассказовка,2-к квартира
247.04,39.65,160.5,1.0,23,Юго-западный,Бунинская аллея,4-к квартира
406.67,29.89,73.5,1.0,29,Центральный,Шелепиха,2-к квартира
230.05,9.11,39.6,0.4,23,Новомосковский,Рассказовка,1-к квартира
335.95,5.14,15.3,0.4,10,Западный,Проспект Вернадского,Апартаменты-студия
325.93,31.42,96.4,0.8,21,Северный,Зорге,4-к квартира
265.71,9.3,35.0,0.2,16,Южный,Алма-Атинская,1-к квартира
462.79,51.0,110.2,0.1,6,Центральный,Чеховская,4-к квартира
352.46,6.45,18.3,0.6,5,Северный,Окружная,Апартаменты-студия
330.3,14.5,43.9,0.9,9,Южный,Варшавская,2-к квартира
381.77,31.42,82.3,0.7,36,Северный,Дмитровская,3-к квартира
297.07,17.26,58.1,1.4,25,Северо-западный,Октябрьское поле,2-к квартира
241.46,14.27,59.1,0.7,22,Северо-западный,Строгино,2-к квартира
587.78,39.91,67.9,0.7,55,Северо-восточный,Марьина Роща,2-к квартира
246.55,25.0,101.4,1.3,22,Новомосковский,Саларьево,4-к квартира
216.6,11.09,51.2,1.0,17,Северо-восточный,Ботанический сад,2-к апартаменты
295.22,19.75,66.9,0.8,23,Южный,Варшавская,3-к квартира
329.19,6.09,18.5,0.4,10,Западный,Проспект Вернадского,Апартаменты-студия
436.51,54.04,123.8,0.3,20,Западный,Фили,4-к квартира
370.74,13.94,37.6,0.8,21,Северный,Зорге,1-к квартира
411.58,17.41,42.3,0.9,36,Западный,Мичуринский проспект,2-к квартира
326.32,25.91,79.4,0.8,21,Северный,Зорге,3-к квартира
349.65,29.58,84.6,0.9,18,Южный,Технопарк,2-к квартира
316.94,17.21,54.3,0.8,24,Северо-западный,Спартак,2-к квартира
229.79,11.88,51.7,2.0,16,Новомосковский,Коммунарка,2-к квартира
204.15,17.72,86.8,1.0,22,Юго-западный,Бунинская аллея,4-к квартира
320.1,13.06,40.8,0.8,24,Северо-западный,Спартак,1-к квартира
321.17,13.2,41.1,1.5,23,Юго-западный,Профсоюзная,1-к апартаменты
391.05,22.29,57.0,0.3,20,Западный,Фили,2-к квартира
484.99,50.39,103.9,1.3,22,Центральный,Шелепиха,3-к квартира
220.81,8.7,39.4,1.6,12,Западный,Солнцево,2-к квартира
224.65,20.69,92.1,0.2,28,Северный,Стрешнево,3-к апартаменты
341.46,11.2,32.8,0.3,17,Западный,Аминьевская,1-к квартира
271.1,20.17,74.4,0.9,15,Южный,Варшавская,3-к квартира
526.98,53.33,101.2,1.3,20,Центральный,Шелепиха,3-к квартира
303.49,22.58,74.4,1.1,28,Южный,Нагатинская,2-к квартира
312.7,24.86,79.5,0.8,21,Северный,Зорге,3-к квартира
208.32,19.54,93.8,0.9,33,Северо-восточный,Владыкино,3-к квартира
1132.78,178.98,158.0,0.8,57,Северный,Аэропорт,3-к квартира
273.7,10.51,38.4,2.0,16,Юго-западный,Бунинская аллея,1-к квартира
265.38,11.04,41.6,1.1,21,Центральный,Рижская,1-к апартаменты
352.11,5.0,14.2,1.4,4,Северный,Беломорская,Апартаменты-студия
250.0,30.0,120.0,0.9,7,Юго-восточный,Окская,4-к квартира
282.41,20.39,72.2,1.3,33,Южный,Нагатинская,3-к квартира
346.67,29.19,84.2,0.9,18,Южный,Технопарк,2-к квартира
326.46,13.94,42.7,0.8,15,Северо-западный,Спартак,1-к квартира
188.78,7.91,41.9,0.9,27,Северо-западный,Пятницкое шоссе,2-к квартира
397.02,9.33,23.5,1.4,33,Южный,Коломенская,Квартира-студия
260.35,11.82,45.4,1.0,22,Юго-восточный,Некрасовка,2-к квартира
377.45,31.63,83.8,0.7,36,Северный,Дмитровская,3-к квартира
327.77,16.29,49.7,0.8,21,Северный,Зорге,2-к квартира
301.52,15.83,52.5,0.7,22,Северный,Хорошёвская,2-к апартаменты
194.66,13.49,69.3,1.0,22,Юго-западный,Бунинская аллея,3-к квартира
293.24,9.97,34.0,1.2,17,Северо-западный,Планерная,1-к квартира
357.64,13.34,37.3,0.8,21,Северный,Зорге,1-к квартира
317.26,6.25,19.7,1.9,17,Новомосковский,Коммунарка,Квартира-студия
297.66,7.62,25.6,0.9,33,Восточный,Бульвар Рокоссовского,Квартира-студия
309.57,15.2,49.1,1.3,36,Центральный,Шелепиха,1-к квартира
267.29,14.22,53.2,0.8,33,Северо-восточный,Владыкино,2-к квартира
352.95,18.53,52.5,1.0,27,Южный,Нагатинская,2-к квартира
384.62,25.0,65.0,0.4,17,Северный,ЦСКА,2-к апартаменты
203.53,17.3,85.0,1.0,14,Восточный,Улица Дмитриевского,3-к квартира
323.03,5.75,17.8,0.7,17,Северный,ЦСКА,Квартира-студия
254.03,12.6,49.6,1.6,12,Северный,Балтийская,2-к квартира
362.16,13.4,37.0,0.3,30,Юго-восточный,Угрешская,1-к квартира
467.21,57.0,122.0,0.9,16,Южный,Шаболовская,3-к квартира
244.05,31.36,128.5,0.8,56,Северо-восточный,Ростокино,2-к квартира
328.79,21.7,66.0,0.6,41,Западный,Аминьевская,2-к квартира
267.21,9.86,36.9,1.3,15,Новомосковский,Прокшино,2-к квартира
369.33,8.31,22.5,0.8,24,Северо-западный,Спартак,Квартира-студия
259.55,25.15,96.9,0.5,23,Южный,Варшавская,4-к квартира
218.42,8.3,38.0,4.0,12,Южный,Царицыно,1-к квартира
577.3,29.5,51.1,0.7,14,Центральный,Фрунзенская,2-к квартира
384.07,32.3,84.1,1.2,22,Южный,Коломенская,3-к квартира
336.36,8.88,26.4,0.3,32,Северный,Водный стадион,Квартира-студия
298.29,15.66,52.5,0.7,22,Северный,Хорошёвская,2-к апартаменты
316.35,11.8,37.3,0.8,9,Южный,Варшавская,2-к квартира
376.78,15.9,42.2,0.6,24,Южный,Варшавская,1-к квартира
690.07,18.77,27.2,0.4,8,Центральный,Белорусская,Апартаменты-студия
334.99,16.85,50.3,0.8,30,Юго-восточный,Окская,2-к квартира
351.09,24.26,69.1,0.5,20,Северо-восточный,Алексеевская,2-к апартаменты
186.23,13.8,74.1,2.1,22,Новомосковский,Филатов луг,3-к квартира
350.9,11.65,33.2,1.2,15,Южный,Технопарк,1-к квартира
289.0,8.67,30.0,0.5,33,Восточный,Локомотив,1-к квартира
210.63,10.7,50.8,1.0,18,Северо-восточный,Ботанический сад,2-к апартаменты
393.0,25.27,64.3,0.7,20,Южный,Тульская,2-к квартира
360.05,13.43,37.3,0.8,21,Северный,Зорге,1-к квартира
